File Name,Entropy Threshold,Prob Threshold,# Progressions,Keymode,Triad Mode,beatMode,formMode,# Abstract Forms,Max Entropy,Average Entropy,Entropy STD
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.9_0.25.csv,0.9,0.25,286,False,7,False,True,78,2.9464920859505037,1.3681770655583727,0.441907788191
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.0_0.25.csv,1.0,0.25,243,False,7,False,True,59,2.9464920859505037,1.5104615937623247,0.42870348508
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv,1.1,0.25,224,False,7,False,True,55,2.9464920859505037,1.6137169657195718,0.414374051781
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.2_0.25.csv,1.2,0.25,204,False,7,False,True,55,3.1336120387998636,1.7075822360082686,0.400746022491
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.3_0.25.csv,1.3,0.25,194,False,7,False,True,49,3.1336120387998636,1.7831184819657182,0.393420813438
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.4_0.25.csv,1.4,0.25,177,False,7,False,True,50,3.1336120387998636,1.8751520277926934,0.368589142183
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.5_0.25.csv,1.5,0.25,169,False,7,False,True,49,3.1336120387998636,1.9354381596373922,0.349805002739
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.5_0.25.csv,0.5,0.25,860,False,7,True,False,181,2.5781875046387657,0.8999509090738931,0.339734475393
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.6_0.25.csv,0.6,0.25,779,False,7,True,False,172,2.5781875046387657,0.9681622322464163,0.331393306812
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.7_0.25.csv,0.7,0.25,691,False,7,True,False,168,2.5781875046387657,1.0505405844506817,0.327322034525
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.8_0.25.csv,0.8,0.25,585,False,7,True,False,162,2.5781875046387657,1.1248355765192388,0.333775086267
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.9_0.25.csv,0.9,0.25,494,False,7,True,False,155,2.8176776132934873,1.2282506537176257,0.367566825383
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.0_0.25.csv,1.0,0.25,350,False,7,True,False,114,2.8176776132934873,1.3762974131426564,0.371041511566
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv,1.1,0.25,284,False,7,True,False,99,2.8176776132934873,1.485091296068707,0.370782118827
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.2_0.25.csv,1.2,0.25,228,False,7,True,False,83,2.8176776132934873,1.591460715827363,0.370656213328
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.3_0.25.csv,1.3,0.25,194,False,7,True,False,80,2.8176776132934873,1.7162106829466366,0.371365091034
